Attrition_status,department,satisfaction,filed_complaint,projects,recently_promoted,salary,tenure
Employed,IT,6,0,4,0,low,5
Employed,IT,5,0,5,1,medium,2
Employed,IT,6,0,3,0,medium,3
Employed,IT,5,0,4,0,medium,4
Employed,IT,8,0,5,0,low,3
Employed,IT,6,1,4,0,low,2
Left,IT,2,0,7,0,medium,5
Employed,IT,9,0,4,0,medium,4
Employed,IT,7,0,4,0,high,3
Employed,IT,7,0,3,0,medium,3
Employed,IT,9,0,4,0,medium,3
Employed,IT,6,0,3,0,low,3
Left,IT,1,0,7,0,medium,5
Employed,IT,7,1,4,0,low,2
Employed,IT,9,0,4,1,medium,3
Left,IT,2,1,5,0,medium,4
Employed,IT,6,0,3,0,low,2
Employed,IT,10,0,3,0,low,4
Employed,IT,8,1,5,0,low,2
Employed,IT,7,0,4,0,high,4
Employed,IT,6,0,3,0,low,3
Employed,IT,5,0,5,0,low,4
Employed,IT,6,0,3,0,medium,3
Employed,IT,6,0,2,0,medium,4
Employed,IT,7,1,3,0,medium,3
Left,IT,10,0,5,0,low,5
Employed,IT,9,0,4,0,medium,3
Employed,IT,8,1,5,0,high,3
Employed,IT,6,0,3,0,medium,4
Employed,IT,6,0,4,0,medium,2
Employed,IT,4,0,4,0,low,4
Employed,IT,4,0,3,0,high,3
Employed,IT,3,1,2,0,low,6
Employed,IT,7,0,3,0,low,3
Employed,IT,2,1,5,0,high,3
Employed,IT,2,0,6,0,medium,4
Left,IT,1,0,5,0,medium,4
Employed,IT,3,0,2,0,medium,2
Employed,IT,9,0,3,0,medium,2
Employed,IT,3,0,5,0,low,4
Employed,IT,8,0,3,0,low,3
Employed,IT,6,0,5,0,medium,4
Employed,IT,9,0,4,0,low,3
Employed,IT,8,0,5,0,low,3
Employed,IT,8,0,6,0,medium,6
Employed,IT,6,0,5,0,medium,3
Employed,IT,7,1,6,1,medium,4
Employed,IT,10,0,5,0,low,3
Employed,IT,7,0,4,0,low,2
Employed,IT,5,0,5,0,medium,3
Employed,IT,3,0,6,0,low,3
Employed,IT,10,0,2,0,low,3
Left,IT,9,0,5,0,medium,5
Employed,IT,8,0,4,0,low,2
Left,IT,2,0,5,0,medium,4
Employed,IT,4,0,6,0,low,4
Employed,IT,9,0,4,0,medium,2
Left,IT,1,0,7,0,medium,4
Left,IT,8,0,5,0,low,5
Employed,IT,8,0,5,0,medium,3
Employed,IT,10,0,3,0,low,2
Left,IT,9,0,5,0,low,5
Employed,IT,7,0,3,0,high,2
Employed,IT,7,0,2,0,low,4
Employed,IT,6,1,4,0,high,2
Employed,IT,7,0,5,0,high,3
Employed,IT,7,0,4,0,medium,2
Employed,IT,6,0,3,0,medium,3
Employed,IT,10,0,4,0,medium,3
Employed,IT,10,0,4,0,medium,3
Employed,IT,8,0,3,0,low,3
Left,IT,1,0,6,0,medium,5
Employed,IT,6,0,3,0,low,2
Employed,IT,10,0,5,0,low,2
Employed,IT,9,0,5,0,medium,3
Employed,IT,7,0,5,0,low,3
Employed,IT,9,0,6,0,low,5
Left,IT,9,0,4,0,medium,5
Employed,IT,10,0,5,0,low,4
Employed,IT,6,0,3,0,high,2
Employed,IT,7,1,5,0,low,4
Employed,IT,7,0,5,0,medium,5
Employed,IT,6,0,4,0,medium,3
Left,IT,9,0,5,0,medium,5
Left,IT,9,0,4,0,medium,5
Employed,IT,9,1,3,0,low,2
Employed,IT,2,1,6,0,low,6
Employed,IT,5,0,4,0,low,2
Left,IT,2,0,3,0,medium,4
Employed,IT,7,0,5,0,medium,4
Left,IT,4,1,6,0,low,5
Left,IT,8,0,5,0,low,5
Left,IT,8,0,4,0,low,5
Employed,IT,2,1,3,1,medium,6
Left,IT,9,0,4,0,medium,6
Employed,IT,8,0,3,0,low,6
Employed,IT,7,0,3,0,low,6
Employed,IT,3,0,3,0,medium,4
Employed,IT,2,0,5,0,low,4
Employed,IT,3,1,3,0,low,3
Employed,IT,5,0,3,0,low,2
Employed,IT,5,0,4,0,medium,3
Employed,IT,8,0,2,0,medium,3
Employed,IT,6,0,5,0,medium,4
Employed,IT,9,0,4,0,low,3
Employed,IT,9,1,3,0,low,3
Employed,IT,9,0,2,0,medium,3
Left,IT,5,0,2,0,low,3
Left,IT,5,0,2,1,low,3
Left,IT,5,0,2,0,low,3
Employed,IT,6,0,2,0,medium,4
Employed,IT,7,0,6,0,medium,3
Employed,IT,3,0,3,0,medium,4
Left,IT,5,0,2,0,low,3
Employed,IT,4,1,6,0,low,5
Employed,IT,7,0,2,0,low,2
Employed,IT,8,0,5,0,medium,7
Employed,IT,9,0,3,0,medium,4
Left,IT,4,0,2,0,low,3
Employed,IT,6,1,3,0,medium,3
Employed,IT,3,0,2,0,low,5
Employed,IT,4,0,3,0,medium,4
Left,IT,5,0,2,0,medium,3
Employed,IT,5,0,6,0,medium,4
Left,IT,4,0,2,0,low,3
Employed,IT,5,0,2,0,medium,2
Left,IT,4,0,2,0,low,3
Employed,IT,7,0,3,0,low,4
Left,IT,5,0,2,0,medium,3
Employed,IT,7,0,3,0,low,4
Employed,IT,8,0,3,0,low,4
Employed,IT,10,0,4,0,low,7
Employed,IT,8,0,6,0,high,3
Employed,IT,8,1,4,0,low,5
Employed,IT,6,0,3,0,medium,3
Employed,IT,4,0,3,0,medium,4
Employed,IT,8,0,3,0,medium,2
Employed,IT,10,1,3,0,low,2
Employed,IT,9,0,3,0,medium,6
Left,IT,5,1,2,0,low,3
Left,IT,5,0,2,0,low,3
Employed,IT,9,0,3,0,medium,3
Employed,IT,7,0,3,0,low,3
Left,IT,4,0,2,0,medium,3
Left,IT,5,0,2,0,low,3
Employed,IT,6,0,2,0,low,2
Employed,IT,8,0,5,0,medium,7
Left,IT,5,0,2,0,low,3
Left,IT,4,0,2,0,medium,3
Employed,IT,6,0,4,0,medium,3
Employed,IT,3,0,3,0,medium,6
Employed,IT,4,0,2,0,low,2
Employed,IT,6,0,4,0,low,3
Left,IT,4,0,2,0,low,3
Employed,IT,4,1,5,0,low,6
Employed,IT,4,0,2,0,medium,4
Employed,IT,5,0,2,0,medium,5
Employed,IT,9,0,4,0,low,3
Employed,IT,8,0,5,0,medium,3
Employed,IT,10,0,5,0,medium,4
Employed,IT,4,0,2,0,high,3
Left,IT,5,0,2,0,medium,3
Left,IT,4,0,2,0,low,3
Left,IT,4,0,2,0,medium,3
Employed,IT,8,0,3,0,medium,3
Employed,IT,8,0,4,0,low,3
Left,IT,4,0,2,0,low,3
Employed,IT,2,0,4,0,low,5
Employed,IT,10,0,3,0,low,3
Employed,IT,7,0,4,0,medium,3
Employed,IT,5,0,2,0,medium,2
Employed,IT,3,0,3,0,medium,4
Employed,IT,5,0,2,0,low,3
Left,IT,5,0,2,0,low,3
Left,IT,4,0,2,0,low,3
Employed,IT,5,0,3,0,low,2
Left,IT,5,0,2,0,medium,3
Employed,IT,8,0,3,0,medium,3
Left,IT,5,0,2,0,low,3
Left,IT,5,0,2,0,low,3
Left,IT,5,0,2,0,medium,3
Employed,IT,6,0,4,0,low,2
Employed,IT,10,0,3,0,medium,3
Employed,IT,4,0,4,0,low,2
Employed,IT,9,0,4,0,medium,2
Employed,IT,8,0,3,0,medium,2
Left,IT,5,0,2,0,low,3
Employed,IT,7,1,3,0,low,2
Left,IT,4,0,2,0,high,3
Left,IT,5,0,2,0,medium,3
Employed,IT,9,0,3,0,medium,6
Employed,IT,10,0,3,0,low,3
Employed,IT,7,0,5,0,medium,3
Left,IT,4,0,2,0,medium,3
Employed,IT,10,0,2,0,high,2
Left,IT,5,0,2,0,low,3
Employed,IT,6,0,5,0,low,2
Employed,IT,8,0,4,0,low,4
Left,IT,4,0,2,0,medium,3
Employed,IT,6,0,3,0,low,5
Employed,IT,7,0,2,0,medium,7
Employed,IT,9,0,3,0,medium,4
Left,IT,6,0,2,0,low,3
Employed,IT,6,0,4,0,medium,4
Employed,IT,7,0,5,0,low,2
Left,IT,4,0,2,0,low,3
Employed,IT,2,0,5,0,high,5
Left,IT,4,0,2,0,low,3
Left,IT,5,0,2,0,low,3
Employed,IT,10,1,4,0,medium,3
Employed,IT,10,1,4,0,low,6
Employed,IT,9,1,3,0,low,2
Left,IT,5,0,2,0,medium,3
Employed,IT,8,0,3,0,low,3
Employed,IT,2,0,5,0,medium,6
Employed,IT,8,0,4,0,medium,3
Left,IT,5,0,2,0,medium,3
Employed,IT,7,0,4,0,low,2
Employed,IT,8,0,4,0,low,2
Employed,IT,9,1,4,0,medium,3
Left,IT,5,0,2,0,low,3
Left,IT,5,0,2,0,low,3
Employed,IT,8,1,5,0,low,2
Employed,IT,9,0,4,0,low,7
Employed,IT,2,0,4,0,low,5
Employed,IT,9,0,3,0,high,3
Employed,IT,6,0,3,0,medium,3
Employed,IT,3,0,5,0,low,4
Left,IT,4,0,2,0,low,3
Employed,IT,7,0,4,0,low,2
Left,IT,4,0,2,0,medium,3
Left,IT,5,0,2,0,low,3
Employed,IT,7,0,3,0,medium,2
Employed,IT,5,0,4,0,medium,4
Left,IT,5,0,2,0,low,3
Employed,IT,10,0,4,0,medium,3
Employed,IT,10,0,5,0,low,4
Left,IT,5,0,2,0,low,3
Left,IT,5,0,2,0,low,3
Employed,IT,8,0,4,0,medium,3
Employed,IT,9,0,5,0,low,3
Left,IT,3,0,2,0,medium,4
Employed,IT,10,0,3,0,low,2
Employed,IT,9,1,3,0,medium,2
Left,IT,4,0,2,0,low,3
Employed,IT,9,0,5,0,low,4
Employed,IT,6,0,3,0,high,2
Left,IT,2,0,6,0,medium,5
Employed,IT,10,0,4,0,medium,3
Left,IT,5,0,2,0,low,3
Left,IT,4,0,2,0,low,3
Left,IT,4,0,2,0,low,3
Left,IT,4,0,2,0,low,3
Employed,IT,9,0,3,0,low,4
Employed,IT,9,1,3,0,high,3
Employed,IT,5,0,5,0,medium,4
Left,IT,5,0,2,0,low,3
Left,IT,4,0,2,0,low,3
Employed,IT,10,0,3,0,low,3
Employed,IT,2,0,5,0,low,6
Employed,IT,9,1,5,0,low,2
Left,IT,5,0,2,0,low,3
Employed,IT,6,0,5,0,medium,2
Employed,IT,6,0,4,0,medium,3
Left,IT,5,0,2,0,medium,3
Left,IT,4,0,2,0,low,3
Left,IT,5,0,2,0,low,3
Employed,IT,9,0,4,0,low,4
Left,IT,5,0,2,0,low,3
Employed,IT,10,0,4,0,low,5
Employed,IT,6,0,4,0,high,2
Employed,IT,8,1,6,0,medium,4
Left,IT,5,0,2,0,medium,3
Left,IT,5,0,2,0,low,3
Left,IT,4,0,2,0,medium,3
Employed,IT,7,0,3,0,medium,3
Left,IT,5,0,2,0,medium,3
Employed,IT,7,0,2,0,medium,7
Employed,IT,4,0,2,0,high,3
Left,IT,5,0,2,0,medium,3
Left,IT,4,0,2,0,medium,3
Left,IT,5,0,2,0,medium,3
Employed,IT,8,0,3,0,low,6
Left,IT,4,0,2,0,low,3
Left,IT,5,0,2,0,low,3
Employed,IT,6,0,4,0,low,3
Employed,IT,9,0,3,0,medium,3
Employed,IT,5,1,3,0,medium,3
Left,IT,4,0,2,0,low,3
Employed,IT,9,0,3,0,low,2
Employed,IT,6,0,5,0,low,4
Left,IT,4,0,2,0,low,3
Employed,IT,6,0,4,0,medium,3
Employed,IT,7,0,6,0,high,4
Employed,IT,10,0,4,0,medium,2
Left,IT,5,0,2,0,low,3
Left,IT,4,0,2,0,low,3
Employed,IT,3,0,6,0,low,2
Employed,IT,10,0,5,0,low,3
Left,IT,4,0,2,0,low,3
Employed,IT,10,0,3,0,medium,3
Employed,IT,7,0,3,0,medium,2
Employed,IT,8,0,4,0,medium,3
Left,IT,4,0,2,0,low,3
Employed,IT,10,0,4,0,low,3
Employed,IT,7,0,4,0,low,3
Employed,IT,8,1,3,0,low,3
Left,IT,4,0,2,0,low,3
Employed,IT,9,0,5,0,medium,8
Employed,IT,6,0,5,0,low,2
Employed,IT,10,0,2,0,low,2
Employed,IT,2,1,5,0,low,4
Employed,IT,10,0,5,0,low,3
Employed,IT,9,0,5,0,medium,4
Left,IT,4,0,2,0,low,3
Employed,IT,7,0,4,0,medium,3
Employed,IT,10,0,5,0,medium,3
Employed,IT,9,0,2,0,low,3
Employed,IT,5,1,3,0,low,3
Employed,IT,10,0,3,0,low,2
Left,IT,5,0,2,0,medium,3
Employed,IT,6,0,3,0,medium,3
Left,IT,5,0,2,0,low,3
Employed,IT,9,0,5,0,medium,3
Employed,IT,6,0,3,0,medium,2
Employed,IT,6,0,4,0,medium,4
Employed,IT,9,0,4,0,low,3
Employed,IT,10,0,3,0,medium,3
Left,IT,5,0,2,0,medium,3
Employed,IT,6,1,5,0,medium,6
Employed,IT,8,0,3,0,medium,5
Employed,IT,7,1,4,0,medium,3
Employed,IT,4,1,3,0,low,3
Left,IT,7,0,3,0,medium,5
Employed,IT,3,0,5,0,low,2
Employed,IT,10,0,3,0,medium,2
Employed,IT,10,0,3,0,low,3
Employed,IT,7,0,4,0,medium,3
Employed,IT,5,0,4,0,low,4
Employed,IT,7,0,5,0,low,2
Employed,IT,8,0,3,0,medium,3
Employed,IT,10,0,3,0,low,2
Left,IT,5,0,2,0,medium,3
Employed,IT,2,1,5,0,low,4
Employed,IT,8,0,5,0,low,3
Employed,IT,9,0,2,0,low,2
Employed,IT,10,0,4,0,medium,2
Employed,IT,6,0,4,0,low,3
Employed,IT,5,0,3,0,medium,3
Employed,IT,7,0,4,0,medium,7
Employed,IT,9,0,3,0,medium,6
Left,IT,5,0,2,0,low,3
Employed,IT,7,1,3,0,low,2
Employed,IT,7,0,3,0,medium,2
Employed,IT,9,0,3,0,low,2
Employed,IT,10,0,4,0,low,3
Left,IT,5,0,2,0,low,3
Employed,IT,9,1,4,0,medium,6
Employed,IT,9,1,4,0,low,3
Employed,IT,7,0,3,0,low,2
Employed,IT,10,0,3,0,low,3
Employed,IT,9,0,3,0,medium,3
Employed,IT,9,0,5,0,medium,2
Left,IT,4,0,2,0,medium,3
Left,IT,5,0,2,0,medium,3
Employed,IT,9,0,3,0,medium,2
Employed,IT,7,1,3,0,low,2
Employed,IT,8,0,4,0,medium,2
Employed,IT,4,0,4,0,low,6
Employed,IT,9,0,3,0,medium,3
Employed,IT,8,1,3,0,medium,6
Employed,IT,4,0,3,0,medium,4
Employed,IT,9,0,4,0,low,2
Employed,IT,7,0,4,0,medium,3
Employed,IT,8,0,4,0,medium,3
Employed,IT,6,0,3,0,high,2
Employed,IT,8,0,3,0,medium,4
Left,IT,5,0,2,0,low,3
Left,IT,5,0,2,0,low,3
Employed,IT,6,0,4,0,medium,3
Employed,IT,7,0,4,0,medium,3
Employed,IT,7,0,3,0,medium,2
Employed,IT,10,0,4,0,medium,2
Employed,IT,2,1,4,0,low,5
Employed,IT,9,0,3,0,low,3
Employed,IT,9,0,4,0,medium,4
Employed,IT,10,0,5,0,medium,3
Employed,IT,10,1,4,0,medium,2
Employed,IT,6,0,3,0,medium,3
Employed,IT,9,1,3,0,medium,2
Employed,IT,9,0,4,0,medium,7
Employed,IT,6,0,4,0,medium,3
Employed,IT,4,1,3,0,low,4
Employed,IT,10,0,3,0,medium,3
Employed,IT,9,1,3,0,low,3
Employed,IT,8,1,3,0,medium,2
Employed,IT,10,0,3,0,low,4
Left,IT,5,0,2,0,medium,3
Employed,IT,10,0,4,0,medium,3
Employed,IT,6,0,4,0,low,3
Employed,IT,8,0,3,0,low,2
Employed,IT,8,1,3,0,low,2
Employed,IT,5,0,5,0,low,2
Employed,IT,2,0,5,0,low,7
Employed,IT,7,0,4,0,medium,7
Employed,IT,7,0,3,0,low,3
Employed,IT,3,0,2,0,medium,6
Left,IT,5,0,2,0,low,3
Employed,IT,9,0,4,0,low,2
Employed,IT,6,0,5,0,low,3
Employed,IT,7,0,6,0,low,2
Employed,IT,5,1,2,0,low,3
Employed,IT,6,0,5,0,high,2
Employed,IT,7,0,3,0,low,3
Employed,IT,8,0,3,0,medium,2
Employed,IT,10,0,4,0,low,3
Employed,IT,8,0,5,0,low,4
Employed,IT,10,0,4,0,high,3
Employed,IT,10,0,4,0,low,10
Employed,IT,3,1,5,0,medium,4
Employed,IT,6,0,3,0,low,4
Employed,IT,10,0,4,0,low,5
Employed,IT,10,0,2,0,high,3
Employed,IT,10,0,4,0,medium,2
Employed,IT,8,0,3,0,medium,2
Employed,IT,8,0,5,0,medium,8
Employed,IT,10,1,4,0,medium,8
Employed,IT,8,0,3,0,low,3
Employed,IT,6,0,3,0,medium,2
Employed,IT,8,0,5,0,low,3
Left,IT,5,0,2,0,low,3
Employed,IT,9,0,3,0,medium,2
Employed,IT,5,0,3,0,low,2
Employed,IT,10,1,5,0,low,4
Employed,IT,6,0,3,0,medium,3
Employed,IT,5,0,2,0,low,5
Employed,IT,9,1,5,0,medium,4
Employed,IT,6,0,3,0,high,3
Employed,IT,6,0,2,0,low,5
Employed,IT,3,0,4,0,medium,6
Employed,IT,10,0,4,0,low,10
Employed,IT,8,0,3,0,low,3
Employed,IT,10,1,4,0,medium,8
Employed,IT,10,0,4,0,medium,3
Employed,IT,7,0,3,0,medium,2
Employed,IT,10,1,4,0,low,3
Employed,IT,2,0,5,0,low,7
Employed,IT,6,0,3,0,high,3
Employed,IT,7,0,3,0,low,5
Employed,IT,2,0,4,0,low,3
Employed,IT,7,0,3,0,low,4
Employed,IT,5,0,3,0,medium,3
Employed,IT,8,1,4,0,low,6
Employed,IT,8,0,6,0,high,6
Employed,IT,6,1,2,0,low,2
Employed,IT,9,0,5,0,low,2
Employed,IT,7,0,4,0,low,4
Employed,IT,7,0,3,0,medium,3
Employed,IT,7,0,4,0,medium,3
Employed,IT,8,1,3,0,medium,10
Employed,IT,6,0,3,0,medium,10
Employed,IT,6,0,4,0,high,2
Employed,IT,6,0,3,0,medium,2
Employed,IT,8,0,4,0,medium,3
Employed,IT,10,0,4,0,low,3
Employed,IT,2,0,3,0,low,5
Employed,IT,10,0,4,0,medium,4
Employed,IT,6,0,3,0,low,3
Employed,IT,7,0,3,0,medium,5
Employed,IT,3,1,5,0,low,2
Employed,IT,10,0,5,0,medium,2
Employed,IT,10,0,3,0,medium,2
Employed,IT,6,0,3,0,medium,5
Employed,IT,6,0,4,0,medium,2
Employed,IT,9,1,5,0,medium,2
Employed,IT,9,0,5,0,high,2
Employed,IT,10,1,4,0,medium,3
Employed,IT,10,0,5,0,medium,2
Employed,IT,6,0,5,0,medium,3
Employed,IT,6,0,3,0,medium,3
Employed,IT,8,0,3,0,high,3
Left,IT,2,0,3,0,medium,3
Employed,IT,8,0,5,0,high,2
Employed,IT,8,1,4,0,medium,2
Employed,IT,10,0,3,0,medium,10
Employed,IT,8,0,3,0,medium,2
Employed,IT,7,0,4,0,low,4
Employed,IT,6,0,3,0,low,3
Employed,IT,3,1,3,0,low,6
Employed,IT,9,1,5,0,medium,4
Employed,IT,7,0,3,0,medium,10
Employed,IT,6,0,3,0,medium,3
Employed,IT,8,0,3,0,low,2
Employed,IT,10,0,4,0,low,2
Employed,IT,6,0,3,0,low,3
Employed,IT,8,0,3,0,low,3
Employed,IT,9,1,5,0,medium,2
Employed,IT,8,1,3,0,medium,10
Employed,IT,8,0,3,0,medium,2
Employed,IT,6,0,4,0,medium,2
Employed,IT,8,0,4,0,low,4
Employed,IT,10,0,3,0,high,2
Employed,IT,9,0,4,0,low,4
Employed,IT,9,0,3,0,medium,2
Left,IT,7,0,4,0,medium,2
Employed,IT,5,0,3,0,medium,10
Employed,IT,8,0,4,0,medium,3
Employed,IT,9,0,3,0,medium,3
Employed,IT,6,0,3,0,medium,2
Employed,IT,7,1,3,0,low,3
Employed,IT,8,0,4,0,medium,2
Employed,IT,6,1,3,0,medium,6
Employed,IT,8,0,5,0,low,3
Employed,IT,6,0,4,0,medium,2
Employed,IT,5,0,4,0,high,2
Employed,IT,8,0,4,0,medium,2
Employed,IT,7,1,4,0,low,4
Employed,IT,8,0,3,0,medium,4
Employed,IT,6,0,3,0,high,3
Employed,IT,4,0,4,0,low,3
Employed,IT,4,0,3,0,low,4
Employed,IT,7,0,4,0,medium,2
Employed,IT,8,0,4,0,medium,7
Employed,IT,5,0,4,0,medium,3
Employed,IT,7,0,4,0,medium,3
Employed,IT,7,0,3,0,medium,2
Employed,IT,3,0,2,0,medium,4
Employed,IT,9,0,4,0,low,3
Employed,IT,10,1,3,0,low,2
Employed,IT,9,0,4,0,medium,4
Employed,IT,6,0,4,0,medium,5
Employed,IT,4,0,2,0,low,5
Employed,IT,4,0,4,0,medium,3
Left,IT,9,0,6,0,medium,4
Employed,IT,6,0,3,0,low,4
Employed,IT,8,1,4,0,low,4
Employed,IT,10,0,5,0,low,2
Employed,IT,10,0,3,0,medium,3
Employed,IT,6,0,5,0,low,3
Employed,IT,6,0,3,0,medium,4
Employed,IT,7,1,5,0,medium,2
Employed,IT,7,1,3,0,medium,6
Employed,IT,8,0,2,0,low,4
Employed,IT,2,0,6,0,medium,5
Employed,IT,7,0,5,0,medium,3
Employed,IT,8,0,3,0,low,2
Employed,IT,10,0,3,0,low,2
Employed,IT,10,0,3,0,medium,10
Employed,IT,6,0,4,0,medium,8
Employed,IT,7,1,3,0,low,2
Employed,IT,10,0,3,0,low,2
Employed,IT,6,0,3,0,medium,10
Employed,IT,5,0,3,0,low,2
Employed,IT,9,0,3,0,low,3
Employed,IT,7,0,3,0,medium,10
Employed,IT,5,0,4,0,high,2
Employed,IT,9,0,3,0,medium,2
Employed,IT,7,0,4,0,high,3
Employed,IT,8,1,5,0,medium,4
Employed,IT,9,0,4,0,low,3
Employed,IT,7,0,3,0,medium,2
Employed,IT,5,0,5,0,medium,6
Employed,IT,7,1,3,0,low,3
Employed,IT,9,0,4,0,low,3
Employed,IT,7,0,3,0,low,4
Employed,IT,10,0,3,0,low,3
Employed,IT,8,0,4,0,low,2
Employed,IT,10,0,4,0,low,3
Employed,IT,10,0,5,0,medium,4
Employed,IT,3,1,4,0,medium,5
Employed,IT,9,0,4,0,low,3
Employed,IT,8,0,3,0,low,3
Employed,IT,8,0,4,0,medium,3
Employed,IT,10,1,4,0,low,3
Employed,IT,9,0,4,0,low,3
Employed,IT,9,0,5,0,medium,2
Employed,IT,6,0,4,0,low,4
Employed,IT,9,0,3,0,medium,2
Employed,IT,6,0,3,0,low,3
Employed,IT,6,0,4,0,low,6
Employed,IT,10,0,3,0,medium,3
Employed,IT,5,1,2,0,low,4
Employed,IT,9,0,4,0,low,4
Employed,IT,8,1,3,0,low,8
Employed,IT,8,0,5,0,medium,3
Employed,IT,6,0,5,0,medium,2
Employed,IT,1,0,6,0,low,3
Employed,IT,7,1,4,0,medium,3
Employed,IT,8,0,4,0,low,4
Employed,IT,7,0,6,0,high,4
Left,IT,9,0,6,0,medium,4
Employed,IT,8,0,3,0,low,3
Employed,IT,7,1,4,0,medium,3
Employed,IT,8,0,4,0,high,5
Employed,IT,10,0,3,0,low,2
Employed,IT,9,0,4,0,medium,3
Employed,IT,9,1,4,0,medium,2
Employed,IT,9,0,4,0,medium,4
Employed,IT,8,0,4,0,low,3
Employed,IT,8,0,4,0,medium,3
Employed,IT,7,0,4,0,medium,3
Employed,IT,6,0,4,0,medium,8
Employed,IT,8,0,5,0,low,4
Employed,IT,8,0,4,0,low,6
Employed,IT,9,0,4,0,low,3
Employed,IT,3,0,5,0,medium,3
Employed,IT,3,0,3,0,high,6
Left,IT,9,0,6,0,medium,4
Employed,IT,8,0,4,0,low,3
Employed,IT,9,0,3,0,medium,3
Employed,IT,9,0,4,0,low,2
Employed,IT,10,0,5,0,low,3
Left,IT,6,0,4,0,medium,2
Employed,IT,6,0,3,0,low,3
Employed,IT,7,1,5,0,low,2
Employed,IT,9,0,4,0,low,2
Employed,IT,7,0,2,0,high,2
Employed,IT,8,1,4,0,low,3
Employed,IT,6,0,3,0,low,3
Employed,IT,6,0,3,0,low,3
Employed,IT,8,0,3,0,high,4
Employed,IT,9,0,6,0,low,4
Employed,IT,9,0,5,0,medium,3
Employed,IT,7,0,4,0,low,2
Employed,IT,6,0,3,0,medium,10
Employed,IT,6,0,3,0,medium,3
Employed,IT,10,0,5,0,low,3
Employed,IT,9,1,3,0,low,2
Employed,IT,10,0,3,0,medium,2
Employed,IT,3,0,3,0,low,5
Employed,IT,9,0,4,0,low,3
Employed,IT,2,0,6,0,medium,4
Employed,IT,10,0,5,0,medium,4
Employed,IT,9,0,3,0,low,2
Employed,IT,3,0,5,0,low,5
Employed,IT,4,0,6,0,medium,4
Employed,IT,9,0,4,0,medium,3
Employed,IT,7,0,6,0,medium,5
Employed,IT,9,0,2,0,medium,3
Employed,IT,7,0,5,0,medium,2
Employed,IT,7,0,3,0,medium,2
Employed,IT,10,0,3,0,low,2
Employed,IT,9,0,5,0,medium,4
Employed,IT,9,0,4,0,low,2
Employed,IT,9,0,3,0,medium,5
Employed,IT,7,0,2,0,low,5
Employed,IT,8,0,3,0,medium,3
Employed,IT,8,0,4,0,low,4
Employed,IT,10,0,5,0,medium,3
Employed,IT,6,0,3,0,medium,2
Employed,IT,4,0,5,0,low,5
Employed,IT,10,0,2,0,medium,2
Employed,IT,5,0,5,0,low,3
Employed,IT,10,1,4,0,medium,3
Employed,IT,9,0,4,0,low,3
Employed,IT,10,0,5,0,medium,2
Employed,IT,9,0,2,0,medium,3
Employed,IT,7,0,4,0,medium,3
Employed,IT,10,1,5,0,low,2
Employed,IT,10,0,3,0,medium,5
Employed,IT,8,0,3,0,low,3
Employed,IT,6,0,2,0,low,3
Employed,IT,7,1,4,0,medium,2
Employed,IT,8,0,5,0,medium,4
Employed,IT,7,0,3,0,low,4
Employed,IT,6,0,3,0,medium,2
Employed,IT,10,0,4,0,low,2
Employed,IT,10,0,5,0,medium,3
Employed,IT,7,0,3,0,medium,3
Left,IT,1,0,7,0,medium,4
Employed,IT,6,0,4,0,low,3
Employed,IT,7,0,4,0,medium,3
Employed,IT,6,0,4,0,low,3
Employed,IT,2,0,6,0,medium,5
Employed,IT,8,0,2,0,medium,2
Left,IT,2,0,6,0,low,4
Employed,IT,6,0,3,0,medium,3
Employed,IT,8,0,4,0,medium,3
Employed,IT,9,0,5,0,low,4
Employed,IT,9,0,5,0,low,3
Employed,IT,8,0,3,0,low,3
Employed,IT,5,0,6,0,medium,10
Employed,IT,9,1,3,0,low,3
Employed,IT,8,0,3,0,low,4
Employed,IT,4,0,3,0,low,4
Employed,IT,9,0,4,0,medium,3
Employed,IT,8,0,2,0,medium,3
Employed,IT,5,1,3,0,low,3
Employed,IT,8,0,4,0,low,2
Employed,IT,10,0,4,0,low,3
Employed,IT,8,0,3,0,medium,2
Employed,IT,8,0,4,0,medium,4
Left,IT,6,0,5,0,low,6
Employed,IT,7,0,3,0,low,4
Employed,IT,6,0,5,0,low,2
Employed,IT,10,0,4,0,medium,6
Employed,IT,10,1,4,0,low,4
Employed,IT,9,0,3,0,low,2
Employed,IT,6,0,3,0,high,2
Employed,IT,6,0,4,0,low,2
Employed,IT,8,0,3,0,medium,3
Employed,IT,7,0,4,0,low,8
Employed,IT,5,0,4,0,medium,3
Employed,IT,8,1,5,0,low,3
Employed,IT,6,0,4,0,low,8
Left,IT,2,0,7,0,low,5
Employed,IT,7,1,4,0,medium,3
Employed,IT,7,0,4,0,low,6
Employed,IT,6,0,4,0,low,4
Employed,IT,9,0,3,0,low,3
Employed,IT,7,0,3,0,medium,4
Left,IT,2,0,6,0,low,4
Employed,IT,8,0,4,0,high,3
Employed,IT,5,0,6,0,medium,10
Employed,IT,7,0,3,0,low,2
Employed,IT,10,0,3,0,medium,2
Employed,IT,7,0,4,0,low,6
Employed,IT,7,0,2,0,low,3
Employed,IT,10,1,4,0,medium,3
Employed,IT,10,0,5,0,medium,5
Employed,IT,6,0,5,0,low,2
Employed,IT,9,0,4,0,medium,2
Employed,IT,2,0,5,0,high,4
